1, 10.47.204.247, 128.163.37.132,0,1555167491,581,54036,53,290.5,1,,Registered Ports,1024 - 49151,9,,Well known Ports,0- 1023,0.45,,Well known Ports,0- 1023,0.33,,Well known Ports,0- 1023,0.41
2, 10.47.204.247, 128.163.37.132,0,1555167491,610,61078,53,305,1,,Dynamic Ports,49152 - 65535,43,,Registered Ports,1024 - 49151,0.08,,Registered Ports,1024 - 49151,0.32,,Registered Ports,1024 - 49151,0.12
3, 10.47.204.247, 128.163.37.132,0,1555167491,477,59695,53,238.5,1,,Number of packets in flow,,,,Dynamic Ports,49152 - 65535,0.47,,Dynamic Ports,49152 - 65535,0.35,,Dynamic Ports,49152 - 65535,0.47
4, 10.47.204.247, 54.174.192.195,1,1555167494,245,50798,443,61.25,1,,TCP,AVG,279.6363636,,Number of packets,,,,Number of packets,,,,Number of packets,,
7, 10.47.204.247, 128.163.37.132,0,1555167494,437,62687,53,218.5,1,,UDP,AVG,1026.941176,,TCP,AVG,197.725,,TCP,AVG,882.7037037,,TCP,AVG,254.7272727
8, 10.47.204.247, 128.163.37.132,0,1555167494,590,47699,53,295,1,,TCP,MODE,92,,UDP,AVG,879.4,,UDP,AVG,456.6521739,,UDP,AVG,340.6666667
9, 10.47.204.247, 128.163.37.132,0,1555167495,307,9049,53,153.5,1,,UDP,MODE,#N/A,,TCP,MODE,92,,TCP,MODE,808,,TCP,MODE,92
10, 72.21.206.141, 10.47.204.247,1,1555167495,1101,443,50790,122.3333333,1,,,,,,UDP,MODE,99,,UDP,MODE,200,,UDP,MODE,#N/A
11, 10.47.204.247, 172.217.0.130,0,1555167495,4143,55478,443,414.3,1,,,,,,,,,,,,,,,,
12, 10.47.204.247, 173.194.219.188,1,1555167497,184,50435,443,46,1,,,,,,,,,,,,,,,,
13, 10.47.204.247, 35.173.18.179,1,1555167502,40,50781,443,40,1,,,,,,,,,,,,,,,,
14, 100.24.225.140, 10.47.204.247,1,1555167504,808,443,50791,101,1,,,,,,,,,,,,,,,,
15, 10.47.204.247, 54.84.177.104,1,1555167509,267,50788,443,53.4,1,,,,,,,,,,,,,,,,
16, 10.47.204.247, 54.84.177.104,1,1555167511,371,50778,443,53,1,,,,,,,,,,,,,,,,
17, 10.47.204.247, 151.101.186.49,1,1555167512,184,50712,443,46,1,,,,,,,,,,,,,,,,
18, 10.47.204.247, 75.98.70.37,1,1555167512,120,50728,443,40,1,,,,,,,,,,,,,,,,
19, 10.47.204.247, 75.98.70.37,1,1555167512,120,50727,443,40,1,,,,,,,,,,,,,,,,
20, 10.47.204.247, 75.98.70.37,1,1555167512,120,50726,443,40,1,,,,,,,,,,,,,,,,
21, 10.47.204.247, 75.98.70.37,1,1555167512,120,50724,443,40,1,,,,,,,,,,,,,,,,
0, 192.168.1.5, 52.88.25.244,1,1555110421,92,56161,443,46,2,,,,,,,,,,,,,,,,
1, 172.217.212.188, 192.168.1.5,1,1555110421,52,5228,55239,52,2,,,,,,,,,,,,,,,,
2, 192.168.1.5, 192.168.1.2,1,1555110422,1128,55263,8009,125.3333333,2,,,,,,,,,,,,,,,,
3, 192.168.1.5, 216.58.192.174,0,1555110422,99,51631,443,49.5,2,,,,,,,,,,,,,,,,
4, 192.168.1.5, 224.0.0.251,0,1555110424,68,5353,5353,68,2,,,,,,,,,,,,,,,,
5, 192.168.1.5, 172.217.1.34,0,1555110424,99,64450,443,49.5,2,,,,,,,,,,,,,,,,
6, 192.168.1.5, 172.217.4.226,0,1555110424,99,62251,443,49.5,2,,,,,,,,,,,,,,,,
7, 192.168.1.2, 224.0.0.251,0,1555110426,1352,5353,5353,169,2,,,,,,,,,,,,,,,,
8, 192.168.1.5, 172.217.4.206,0,1555110427,864,64008,443,172.8,2,,,,,,,,,,,,,,,,
9, 192.168.1.5, 151.101.200.233,1,1555110429,92,56113,443,46,2,,,,,,,,,,,,,,,,
10, 192.168.1.5, 13.249.139.202,1,1555110429,92,56112,443,46,2,,,,,,,,,,,,,,,,
11, 192.168.1.5, 151.101.202.109,1,1555110429,92,56110,443,46,2,,,,,,,,,,,,,,,,
12, 192.168.1.5, 151.101.185.194,1,1555110430,92,56119,443,46,2,,,,,,,,,,,,,,,,
13, 192.168.1.5, 35.190.88.7,1,1555110430,92,56116,443,46,2,,,,,,,,,,,,,,,,
14, 192.168.1.5, 151.101.185.194,1,1555110430,92,56118,443,46,2,,,,,,,,,,,,,,,,
15, 192.168.1.5, 13.249.141.86,1,1555110430,92,56117,443,46,2,,,,,,,,,,,,,,,,
16, 192.168.1.5, 151.101.184.223,1,1555110432,92,56131,443,46,2,,,,,,,,,,,,,,,,
17, 192.168.1.5, 151.101.200.233,1,1555110432,92,56125,443,46,2,,,,,,,,,,,,,,,,
18, 192.168.1.5, 35.227.255.136,1,1555110432,92,56123,443,46,2,,,,,,,,,,,,,,,,
19, 192.168.1.5, 104.17.70.206,1,1555110432,80,56115,443,40,2,,,,,,,,,,,,,,,,
20, 192.168.1.5, 151.101.200.233,1,1555110432,92,56114,443,46,2,,,,,,,,,,,,,,,,
21, 192.168.1.5, 104.16.24.4,1,1555110432,80,56108,443,40,2,,,,,,,,,,,,,,,,
22, 192.168.1.5, 130.211.16.53,1,1555110432,92,56106,443,46,2,,,,,,,,,,,,,,,,
23, 192.168.1.5, 17.248.131.171,1,1555110432,239,56102,443,59.75,2,,,,,,,,,,,,,,,,
24, 192.168.1.5, 157.240.2.20,1,1555110434,92,56153,443,46,2,,,,,,,,,,,,,,,,
25, 192.168.1.5, 157.240.18.35,1,1555110434,40,56163,443,40,2,,,,,,,,,,,,,,,,
26, 192.168.1.5, 157.240.18.35,1,1555110434,40,56162,443,40,2,,,,,,,,,,,,,,,,
0, 10.47.204.247, 75.98.70.160,1,1555167237,1202,50709,443,200.3333333,2,,,,,,,,,,,,,,,,
1, 162.247.242.18, 10.47.204.247,1,1555167243,144,443,50616,48,2,,,,,,,,,,,,,,,,
2, 38.134.110.162, 10.47.204.247,1,1555167245,151,443,50710,50.33333333,2,,,,,,,,,,,,,,,,
3, 10.47.204.247, 128.163.1.11,0,1555167249,490,61116,53,245,2,,,,,,,,,,,,,,,,
4, 10.47.204.247, 40.136.3.107,0,1555167249,4545,56402,443,649.2857143,2,,,,,,,,,,,,,,,,
5, 10.47.204.247, 239.255.255.250,0,1555167250,609,52062,1900,203,2,,,,,,,,,,,,,,,,
6, 10.47.204.247, 130.211.26.229,1,1555167252,184,50573,443,46,2,,,,,,,,,,,,,,,,
7, 98.138.49.23, 10.47.204.247,1,1555167261,343,443,50617,57.16666667,2,,,,,,,,,,,,,,,,
8, 23.79.1.102, 10.47.204.247,1,1555167262,343,443,50703,57.16666667,2,,,,,,,,,,,,,,,,
9, 10.47.204.247, 128.163.37.132,0,1555167263,569,14055,53,284.5,2,,,,,,,,,,,,,,,,
10, 34.195.53.124, 10.47.204.247,1,1555167264,631,443,50704,126.2,2,,,,,,,,,,,,,,,,
11, 198.54.12.127, 10.47.204.247,1,1555167264,40,443,50707,40,2,,,,,,,,,,,,,,,,
12, 204.79.197.200, 10.47.204.247,1,1555167266,40,443,50599,40,2,,,,,,,,,,,,,,,,
13, 10.47.204.247, 173.194.219.188,1,1555167266,184,50435,443,46,2,,,,,,,,,,,,,,,,
14, 10.47.204.247, 52.41.111.100,1,1555167271,132,50700,443,44,2,,,,,,,,,,,,,,,,
15, 10.47.204.247, 206.82.78.149,1,1555167271,267,50699,443,53.4,2,,,,,,,,,,,,,,,,
16, 10.47.204.247, 23.79.1.102,1,1555167274,92,50571,443,46,2,,,,,,,,,,,,,,,,
17, 10.47.204.247, 23.79.1.102,1,1555167274,92,50574,443,46,2,,,,,,,,,,,,,,,,
18, 10.47.204.247, 52.41.111.100,1,1555167275,215,50698,443,53.75,2,,,,,,,,,,,,,,,,
19, 10.47.204.247, 206.82.78.149,1,1555167275,371,50705,443,53,2,,,,,,,,,,,,,,,,
20, 10.47.204.247, 40.136.210.201,1,1555167277,371,50706,443,53,2,,,,,,,,,,,,,,,,
21, 10.47.204.247, 75.98.70.37,1,1555167282,80,50728,443,40,2,,,,,,,,,,,,,,,,
22, 10.47.204.247, 75.98.70.37,1,1555167282,80,50727,443,40,2,,,,,,,,,,,,,,,,
0, 192.168.1.5, 192.168.1.2,0,1555110530,100,16393,16393,100,3,,,,,,,,,,,,,,,,
1, 192.168.1.5, 166.176.249.229,0,1555110530,100,16393,15789,100,3,,,,,,,,,,,,,,,,
0, 192.168.1.5, 192.168.1.2,0,1555110552,100,16393,16393,100,3,,,,,,,,,,,,,,,,
1, 192.168.1.5, 166.176.249.229,0,1555110552,100,16393,15789,100,3,,,,,,,,,,,,,,,,
2, 52.96.38.82, 192.168.1.5,1,1555110552,1401,443,55249,233.5,3,,,,,,,,,,,,,,,,
3, 40.97.188.2, 192.168.1.5,1,1555110552,1401,443,55271,233.5,3,,,,,,,,,,,,,,,,
0, 192.168.1.5, 192.168.1.2,0,1555110558,200,16393,16393,100,3,,,,,,,,,,,,,,,,
1, 192.168.1.5, 166.176.249.229,0,1555110558,200,16393,15789,100,3,,,,,,,,,,,,,,,,
1, 192.168.1.5, 192.168.1.2,0,1555110567,200,16393,16393,100,3,,,,,,,,,,,,,,,,
2, 192.168.1.5, 166.176.249.229,0,1555110567,200,16393,15789,100,3,,,,,,,,,,,,,,,,
3, 192.168.1.5, 23.219.176.152,1,1555110568,156,56196,80,52,3,,,,,,,,,,,,,,,,
4, 192.168.1.5, 23.215.105.66,1,1555110568,156,56197,80,52,3,,,,,,,,,,,,,,,,
5, 192.168.1.5, 23.219.176.162,1,1555110568,156,56198,80,52,3,,,,,,,,,,,,,,,,
0, 192.168.1.5, 192.168.1.2,0,1555110576,200,16393,16393,100,3,,,,,,,,,,,,,,,,
1, 192.168.1.5, 166.176.249.229,0,1555110576,200,16393,15789,100,3,,,,,,,,,,,,,,,,
3, 100.24.225.140, 192.168.1.5,1,1555110577,808,443,56206,101,3,,,,,,,,,,,,,,,,
0, 17.249.140.92, 192.168.1.5,1,1555110624,426,5223,55226,106.5,3,,,,,,,,,,,,,,,,
1, 192.168.1.5, 224.0.0.251,0,1555110625,992,5353,5353,248,3,,,,,,,,,,,,,,,,
4, 192.168.1.2, 224.0.0.251,0,1555110630,1352,5353,5353,169,3,,,,,,,,,,,,,,,,
5, 17.248.131.206, 192.168.1.5,1,1555110636,500,443,56185,62.5,3,,,,,,,,,,,,,,,,
0, 100.24.225.140, 192.168.1.5,1,1555110657,633,443,56226,126.6,3,,,,,,,,,,,,,,,,
0, 10.47.204.247, 184.50.239.9,1,1555169126,156,51130,80,52,3,,,,,,,,,,,,,,,,
1, 10.47.204.247, 23.4.5.74,1,1555169126,442,51131,443,55.25,3,,,,,,,,,,,,,,,,
2, 100.24.225.140, 10.47.204.247,1,1555169152,808,443,51138,101,3,,,,,,,,,,,,,,,,
3, 10.47.204.247, 128.163.37.132,0,1555169152,414,53721,53,207,3,,,,,,,,,,,,,,,,
4, 10.47.204.247, 128.163.37.132,0,1555169187,581,53507,53,290.5,3,,,,,,,,,,,,,,,,
5, 10.47.204.247, 128.163.37.132,0,1555169187,610,53781,53,305,3,,,,,,,,,,,,,,,,
6, 17.249.156.74, 10.47.204.247,1,1555169196,378,5223,50421,94.5,3,,,,,,,,,,,,,,,,
0, 100.24.225.140, 10.47.204.247,1,1555169232,808,443,51144,101,3,,,,,,,,,,,,,,,,
1, 10.47.204.247, 128.163.37.132,0,1555169232,414,60359,53,207,3,,,,,,,,,,,,,,,,
2, 52.96.50.130, 10.47.204.247,1,1555169239,1473,443,50451,245.5,3,,,,,,,,,,,,,,,,
3, 52.96.50.130, 10.47.204.247,1,1555169242,1612,443,50453,201.5,3,,,,,,,,,,,,,,,,
0, 18.206.65.16, 10.47.204.247,1,1555169312,808,443,51149,101,3,,,,,,,,,,,,,,,,
1, 10.47.204.247, 128.163.37.132,0,1555169312,414,53861,53,207,3,,,,,,,,,,,,,,,,
2, 10.47.204.247, 128.163.37.132,0,1555169315,610,57483,53,305,3,,,,,,,,,,,,,,,,
3, 10.47.204.247, 17.248.136.79,1,1555169315,2241,51142,443,320.1428571,3,,,,,,,,,,,,,,,,
4, 52.96.50.130, 10.47.204.247,1,1555169329,1473,443,50451,245.5,3,,,,,,,,,,,,,,,,
5, 10.47.204.247, 17.249.76.101,0,1555169330,896,16393,3491,112,3,,,,,,,,,,,,,,,,
6, 52.96.50.130, 10.47.204.247,1,1555169332,1612,443,50453,201.5,3,,,,,,,,,,,,,,,,
0, 10.47.204.247, 17.249.76.101,0,1555169390,896,16393,3491,112,3,,,,,,,,,,,,,,,,
1, 18.206.65.16, 10.47.204.247,1,1555169392,808,443,51158,101,3,,,,,,,,,,,,,,,,
2, 10.47.204.247, 128.163.37.132,0,1555169392,414,51271,53,207,3,,,,,,,,,,,,,,,,
0, 10.47.204.247, 17.249.76.101,0,1555169450,896,16393,3491,112,3,,,,,,,,,,,,,,,,
1, 17.248.136.116, 10.47.204.247,1,1555169463,500,443,51153,62.5,3,,,,,,,,,,,,,,,,
2, 52.96.50.130, 10.47.204.247,1,1555169464,1612,443,50451,201.5,3,,,,,,,,,,,,,,,,
3, 52.96.50.130, 10.47.204.247,1,1555169467,1473,443,50453,245.5,3,,,,,,,,,,,,,,,,
4, 18.206.65.16, 10.47.204.247,1,1555169473,633,443,51166,126.6,3,,,,,,,,,,,,,,,,
5, 10.47.204.247, 128.163.37.132,0,1555169473,414,59626,53,207,3,,,,,,,,,,,,,,,,
0, 10.47.204.247, 184.25.122.58,1,1555171837,549,51763,443,61,3,,,,,,,,,,,,,,,,
1, 34.195.53.124, 10.47.204.247,1,1555171843,810,443,51767,101.25,3,,,,,,,,,,,,,,,,
0, 172.217.0.4, 192.168.1.5,1,1555110975,415,443,56238,59.28571429,4,,,,,,,,,,,,,,,,
1, 172.217.0.3, 192.168.1.5,1,1555110976,208,443,56239,52,4,,,,,,,,,,,,,,,,
2, 172.217.4.78, 192.168.1.5,1,1555110976,104,443,56242,52,4,,,,,,,,,,,,,,,,
4, 192.168.49.1, 192.168.1.5,0,1555110977,346,60000,54834,346,4,,,,,,,,,,,,,,,,
5, 100.24.225.140, 192.168.1.5,1,1555110979,593,443,56307,148.25,4,,,,,,,,,,,,,,,,
0, 192.168.1.5, 17.132.19.53,1,1555110986,40,56342,443,40,4,,,,,,,,,,,,,,,,
1, 192.168.1.12, 224.0.0.251,0,1555110987,445,5353,5353,222.5,4,,,,,,,,,,,,,,,,
2, 192.168.1.5, 192.168.1.12,0,1555110987,387,5353,5353,387,4,,,,,,,,,,,,,,,,
3, 35.227.255.136, 192.168.1.5,1,1555110988,52,443,56273,52,4,,,,,,,,,,,,,,,,
4, 130.211.26.229, 192.168.1.5,1,1555110988,52,443,56251,52,4,,,,,,,,,,,,,,,,
5, 192.168.1.2, 192.168.1.5,1,1555110989,214,8009,56252,107,4,,,,,,,,,,,,,,,,
6, 192.168.1.5, 40.126.0.74,1,1555110989,92,56314,443,46,4,,,,,,,,,,,,,,,,
7, 23.45.133.21, 192.168.1.5,1,1555110990,52,443,56299,52,4,,,,,,,,,,,,,,,,
0, 192.168.1.5, 17.248.131.196,1,1555110997,92,56346,443,46,4,,,,,,,,,,,,,,,,
1, 192.168.1.5, 192.168.1.2,1,1555110999,376,56252,8009,125.3333333,4,,,,,,,,,,,,,,,,
0, 192.168.1.5, 17.132.19.51,1,1555111006,231,56349,443,46.2,4,,,,,,,,,,,,,,,,
1, 192.168.1.17, 224.0.0.251,0,1555111006,358,5353,5353,179,4,,,,,,,,,,,,,,,,
2, 192.168.1.12, 224.0.0.251,0,1555111006,94,5353,5353,94,4,,,,,,,,,,,,,,,,
3, 192.168.1.5, 64.4.54.254,1,1555111007,92,56304,443,46,4,,,,,,,,,,,,,,,,
4, 192.168.1.5, 64.4.54.254,1,1555111008,40,56298,443,40,4,,,,,,,,,,,,,,,,
0, 34.195.53.124, 192.168.1.5,1,1555111021,267,443,56340,53.4,4,,,,,,,,,,,,,,,,
1, 17.188.199.68, 192.168.1.5,1,1555111021,957,443,56360,106.3333333,4,,,,,,,,,,,,,,,,
2, 17.248.185.8, 192.168.1.5,1,1555111021,156,443,56357,52,4,,,,,,,,,,,,,,,,
3, 192.168.1.5, 17.248.185.132,1,1555111021,2803,55889,443,560.6,4,,,,,,,,,,,,,,,,
4, 192.28.144.75, 192.168.1.5,1,1555111023,52,443,56337,52,4,,,,,,,,,,,,,,,,
5, 157.240.18.19, 192.168.1.5,1,1555111025,52,443,56332,52,4,,,,,,,,,,,,,,,,
6, 147.75.78.123, 192.168.1.5,1,1555111025,104,443,56335,52,4,,,,,,,,,,,,,,,,
7, 192.168.1.5, 192.168.1.2,1,1555111025,538,56252,8009,134.5,4,,,,,,,,,,,,,,,,
8, 52.211.120.46, 192.168.1.5,1,1555111028,319,443,56338,53.16666667,4,,,,,,,,,,,,,,,,
9, 192.168.1.5, 104.16.93.80,1,1555111030,80,56334,443,40,4,,,,,,,,,,,,,,,,
0, 192.168.1.5, 17.248.131.237,1,1555111040,127,56364,443,63.5,4,,,,,,,,,,,,,,,,
1, 192.168.1.5, 64.4.16.212,1,1555111040,40,56310,443,40,4,,,,,,,,,,,,,,,,
2, 192.168.1.2, 192.168.1.5,1,1555111041,428,8009,56252,107,4,,,,,,,,,,,,,,,,
3, 192.168.1.5, 130.211.16.53,1,1555111043,92,56244,443,46,4,,,,,,,,,,,,,,,,
4, 52.96.38.82, 192.168.1.5,1,1555111047,235,443,55249,47,4,,,,,,,,,,,,,,,,
0, 10.47.204.247, 151.101.185.140,1,1555167863,92,50770,443,46,4,,,,,,,,,,,,,,,,
1, 10.47.204.247, 208.100.17.184,1,1555167865,92,50872,443,46,4,,,,,,,,,,,,,,,,
2, 10.47.204.247, 208.100.17.188,1,1555167865,92,50871,443,46,4,,,,,,,,,,,,,,,,
3, 10.47.204.247, 104.16.38.14,1,1555167865,80,50870,443,40,4,,,,,,,,,,,,,,,,
4, 10.47.204.247, 104.16.88.26,1,1555167865,80,50869,443,40,4,,,,,,,,,,,,,,,,
5, 64.233.185.157, 10.47.204.247,1,1555167865,104,80,50943,52,4,,,,,,,,,,,,,,,,
6, 10.47.204.247, 104.92.244.28,1,1555167865,92,50885,443,46,4,,,,,,,,,,,,,,,,
7, 10.47.204.247, 208.100.17.176,1,1555167865,92,50877,443,46,4,,,,,,,,,,,,,,,,
8, 10.47.204.247, 23.35.27.10,1,1555167865,92,50882,443,46,4,,,,,,,,,,,,,,,,
9, 18.206.65.16, 10.47.204.247,1,1555167866,808,443,51027,101,4,,,,,,,,,,,,,,,,
10, 10.47.204.247, 128.163.37.132,0,1555167866,414,56064,53,207,4,,,,,,,,,,,,,,,,
11, 10.47.204.247, 23.33.171.35,1,1555167866,92,50895,443,46,4,,,,,,,,,,,,,,,,
12, 10.47.204.247, 104.92.244.28,1,1555167866,92,50892,443,46,4,,,,,,,,,,,,,,,,
13, 99.84.168.95, 10.47.204.247,1,1555167866,417,443,50949,59.57142857,4,,,,,,,,,,,,,,,,
14, 10.47.204.247, 67.202.110.12,1,1555167867,80,50903,443,40,4,,,,,,,,,,,,,,,,
